Lag_s,Correlation_U_P1_P2
13.2333333333333,0.0021260555003759
13.2666666666667,0.00101207274809424
13.3,0.00139744330317166
13.3333333333333,0.00174381168575312
13.3666666666667,0.00204692630543525
13.4,0.00201427504650704
13.4333333333333,0.00159705882900053
13.4666666666667,0.00195136168856631
13.5,0.0022946638745748
13.5333333333333,0.00225362942331023
13.5666666666667,0.00214892978178212
13.6,0.00210414959503802
13.6333333333333,0.0020506022276889
13.6666666666667,0.00182041009464399
13.7,0.00171028106299678
13.7333333333333,0.00163078309262997
13.7666666666667,0.00152902632070964
13.8,0.00139517465235955
13.8333333333333,0.0013221685741011
13.8666666666667,0.00151006506996028
13.9,0.00148356215322989
13.9333333333333,0.00146947640682326
13.9666666666667,0.00139631104324651
14,0.0013170110662842
14.0333333333333,0.00125688037599958
14.0666666666667,0.00125156799542183
14.1,0.00105626741335977
14.1333333333333,0.00107596277599939
14.1666666666667,0.00115686552077328
14.2,0.00101087508673308
14.2333333333333,0.000916746211085758
14.2666666666667,0.000835358571419909
14.3,0.000775082770522813
14.3333333333333,0.000769298686178512
14.3666666666667,0.000707584430400226
14.4,0.000658606847487464
14.4333333333333,0.000570041304224402
14.4666666666667,0.000559659210012408
14.5,0.000439694965179526
14.5333333333333,0.000445931100590223
14.5666666666667,0.00042457856782611
14.6,0.000372339631297868
14.6333333333333,0.000221053093623178
14.6666666666667,0.000203684489095901
14.7,0.000159852366278075
14.7333333333333,0.000130368375595783
14.7666666666667,6.92269392304925e-05
14.8,-1.6453197306534e-05
